
"(PDH-CSV 4.0)","\\NIKKI\Processor(_Total)\% Processor Time"
"05/04/2015 11:45:00.215","7.184719"
"05/04/2015 11:45:01.215","25.123803"
"05/04/2015 11:45:02.215","11.084516"
"05/04/2015 11:45:03.216","8.744630"
"05/04/2015 11:45:04.216","14.204358"
"05/04/2015 11:45:05.216","18.884120"
"05/04/2015 11:45:06.216","7.964674"
"05/04/2015 11:45:07.216","6.404754"
"05/04/2015 11:45:08.216","9.524595"
"05/04/2015 11:45:09.216","10.304561"
"05/04/2015 11:45:10.216","30.583521"
"05/04/2015 11:45:11.216","4.844833"
"05/04/2015 11:45:12.216","10.304561"
"05/04/2015 11:45:13.216","11.084516"
"05/04/2015 11:45:14.216","7.184709"
"05/04/2015 11:45:15.216","4.844833"
"05/04/2015 11:45:16.216","19.664085"
"05/04/2015 11:45:17.216","8.744630"
"05/04/2015 11:45:18.216","7.184719"
"05/04/2015 11:45:19.216","7.184709"
"05/04/2015 11:45:20.216","27.463689"
"05/04/2015 11:45:21.217","19.664075"
"05/04/2015 11:45:22.217","22.783927"
"05/04/2015 11:45:23.217","31.363486"
"05/04/2015 11:45:24.217","19.664075"
"05/04/2015 11:45:25.217","28.243644"
"05/04/2015 11:45:26.217","37.603169"
"05/04/2015 11:45:27.217","16.544244"
"05/04/2015 11:45:28.217","44.622808"
"05/04/2015 11:45:29.217","18.104164"
"05/04/2015 11:45:30.217","27.463679"
"05/04/2015 11:45:31.217","26.683724"
"05/04/2015 11:45:32.217","11.864481"
"05/04/2015 11:45:33.217","14.204358"
"05/04/2015 11:45:34.218","10.394151"
"05/04/2015 11:45:35.218","6.404754"
"05/04/2015 11:45:36.218","17.324199"
"05/04/2015 11:45:37.218","18.104164"
"05/04/2015 11:45:38.219","12.644437"
"05/04/2015 11:45:39.219","4.064867"
"05/04/2015 11:45:40.219","13.424402"
"05/04/2015 11:45:41.219","20.444041"
"05/04/2015 11:45:42.219","16.544234"
"05/04/2015 11:45:43.220","27.536156"
"05/04/2015 11:45:44.222","33.835690"
"05/04/2015 11:45:45.222","7.964674"
"05/04/2015 11:45:46.222","9.524595"
"05/04/2015 11:45:47.222","14.984323"
"05/04/2015 11:45:48.222","11.084516"
"05/04/2015 11:45:49.222","12.644437"
"05/04/2015 11:45:50.222","14.984313"
"05/04/2015 11:45:51.222","8.744640"
"05/04/2015 11:45:52.222","29.023600"
"05/04/2015 11:45:53.222","29.023610"
"05/04/2015 11:45:54.222","34.483328"
"05/04/2015 11:45:55.222","11.864471"
"05/04/2015 11:45:56.234","25.167008"
"05/04/2015 11:45:57.237","16.876733"
"05/04/2015 11:45:58.251","9.915731"
"05/04/2015 11:45:59.251","10.304551"
"05/04/2015 11:46:00.251","11.864481"
"05/04/2015 11:46:01.251","23.563882"
"05/04/2015 11:46:02.265","27.695980"
"05/04/2015 11:46:03.265","30.583521"
"05/04/2015 11:46:04.265","23.563882"
"05/04/2015 11:46:05.265","7.184719"
"05/04/2015 11:46:06.265","9.524595"
"05/04/2015 11:46:07.265","12.644437"
"05/04/2015 11:46:08.265","7.184709"
"05/04/2015 11:46:09.265","13.424402"
"05/04/2015 11:46:10.265","19.664075"
"05/04/2015 11:46:11.265","14.204358"
